sentence,label
"... the tale of her passionate , tumultuous affair with Musset unfolds as Sand 's masculine p",e
If you want to see a train wreck tha,t
Th,e
"The search for redemption makes for a touching love story , mainly because Blanchett and Ribisi compellingly tap into a", 
A film of ideas and wry comic m,a
"At its worst the screenplay is callow , but at", 
"A worthwhile documentary , whether you 're into rap or not , even if it may stil",l
Fessenden 's narrative is just as much abou,t
That the film opens with maggots crawling on a dead dog is not an out of plac,e
"Stanley Kwan has directed not only one of the best gay love stories ever made , b",u
"The concert footage is stirring , the recording sessions", 
Norton holds the film t,o
"-LRB- There 's -RRB- quite a bit of heart , as you would expect from th",e
You wo n't have any trouble getting kids t,o
A creaky staircase gothic ,.
Enjo,y
A movie that sends you out of the theater feeling like you 've actually spent time livi,n
Light-years ahead of paint-by-number Ame,r
A fascinating documentary about the long and eventful spiritual journey of the guru who helped launch the New Age ,.
Isabelle Huppert excels as the enigmatic Mika and Anna Mouglalis is a stunning new young talent in one o,f
Perhaps not since Nelson Eddy crooned his Indian Love Call to Jeanette ,m
Wedding feels a bit an,a
"Still , not every low-budget movie must be quirk",y
"It 's still a comic book , b",u
Brings to a spectacular completion one of the ,m
"An amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion an",d
A f,a
Should be required viewing for civics classes and would-be public ser,v
Adaptation 's success in engaging the audience in the travails of creating a screenplay is, 
A polished and vastl,y
"It 's no surprise that as a director Washington demands and receives excellent performances , from himse",l
... while each moment of this broken character study is rich in emotiona,l
"The film gets close to the chimps the same way Goodall did , with a serious minded patienc",e
It 's an often-cute film, 
This may be Burns 's strongest film, 
What makes this film special is Serry 's ability to take what is essentially a contained family conflict and put it into a much larg,e
It 's Quaid who anchors the film with his effortless performance and that trademar,k
It is OK for a movie to be something of a sitc,o
"Though not for everyone ,", 
A sly female empowerment movi,e
You really have ,t
"It 's a wonderful , sobering , heart-felt dram",a
Runs on the pure adrenalin, 
The Paradiso 's rusted-out ruin and ultimate collapse during the film 's final -LRB- restored -RRB- third ... emoti,o
Sometimes, 
"Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's ",p
"The film just might turn on many people to opera , in general , an art form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as", 
As a vehicle to savour Bino,c
The huskies are beautif,u
"Whatever complaints I might have , I 'd tak",e
"Mastering its formidable arithmetic of cameras and souls , Group articulate",s
"A pretty decent kid-pleasing , tolerable-to-adults lark of", 
Even during the ,c
Combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't Hollywood think ,o
"Like Kubrick , Soderbergh is n'",t
Nothing can detract from the affectio,n
"If the film has a problem , its shortness disappoints : You want the story t",o
Unlike most, 
The p,l
"The most brilliant and brutal UK crime film since Jack Carter went back to Newcastle , the first half of Gangster No.  drips with style and , at times", 
"Like its New England characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emot",i
"The Bai brothers have taken an small slice of history and opened it up for all of us to understand , and they 've told a nice little story", 
"Flamboyant in some movies and artfully restrained in others , ",6
"... is there a deeper , more direct connect",i
You bet there is ,a
The most amazing super-sized, 
"Real Women may have many agendas , but it also will win", 
"Young Everlyn Sampi , as the courageous Molly Craig , simply radiates star-power potential in this remarkable and memorable fi",l
Sur,p
"Apart from its own considerable achievement , Metropolis confirms Tezuka 's status as both the primary visual", 
I 'll put it this way : If you 're in t,h
Morvern Callar confirms Lynne Ramsay as, 
Well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful ,n
"A plethora of engaging diatribes on the meaning of ` home , ' delivered in grand passion by t",h
It 's technically sumptuous but also almost wildly ,a
This film puts Wang at the forefront of China 's Sixth Generation of film makers ,.
it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original ,.
"Wiseman is patient and uncompromising , letting his camera observe and record the lives of wome",n
There 's none of the happily-ever - after spangle of Monsoon Wedding in Late Marriage -- and that 's part of what makes, 
An ingenious ,a
Arguably the best script ,t
It 's no lie -- Big Fat Liar is a real ch,a
Invigorating ,","
Director Alfo,n
Pray has really don,e
An unexpect,e
Maintains your sympathy for this otherwise challenging soul by letting you ,s
"A subtle , humorous , illuminating st",u
Even if you have no interest in the g,a
"- West Coast rap wars , this modern mob music drama n",e
"Nair 's attention to detail creates an impeccable sense of place , while Thurman and Le",w
"Berry 's saucy , full-bodied performance gives this aging series a much needed", 
"Red Dragon is less baroque and showy than Hannibal , and less emotionally affecting than Silenc",e
"But , like Sil",e
Caviezel embodies th,e
"A creepy , intermittently powerful study of a self-destructive man ... about as unsettling to watch as an exploratory", 
Pacino and Willi,a
What res,u
The cast is top-notch and I predict the,r
"Béart and Berling are both superb ,", 
All the actors are good in P,a
"Miyazaki has created such a vibrant , colorful wo",r
"Muccino seems to be exploring the idea of why human beings long for what they do n't have , and ",h
But even while his characte,r
"Whether or not you buy Mr. Broomfield 's findings , the film acqui",r
Ozpetek joins the ranks of those gay filmmakers who have u,s
"... an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well ",a
I ',v
Nicol,e
The ,d
The Komedia,n
The writing i,s
The simplicity of The Way Home has few equals this side of A,e
Life on the rez is no picni,c
Spielberg has managed to marry science fiction with film noir and a,c
It 's the type of film abo,u
"A taut , sobering film ",.
Exudes the fizz of a Busby Berkeley musical ,a
"It 's full of cheesy dialogue , but great trashy fun that fina",l
"The results , if not memorable , are at least ",i
A quietly moving look back at ,w
Like ,a
"I 'm sure mainstream audiences will be baffled , but , for those", 
You live the mood rath,e
"Angela Gheorghiu as famous prima donna Floria Tosca , Roberto Alagna as her lover Mario Cavaradossi , and Ruggero as the villainous , lecherous police chief Sca",r
While there ,a
"While Scorsese 's bold images and generally smart casting ensure that `` Gangs '' is never lethargic , the movie is hindered by a central plot that 's peppered with false starts and populated by characters who are nearly impos",s
"Watching this gentle , mesmerizing portrait of a man coming t",o
The beautifully choreograph,e
There 's ,.
`` The best Disney movie sinc,e
"Transcends its agenda to deliver awe-inspiring , at ti",m
Think of it as Gidg,e
"There is no solace here , no entertainment value , merely a fierce", 
Giggling at the absurdities and inconsistencies ,i
"But the talented cast alone will keep you watching , as will the fig",h
Arteta p,a
Dru,g
"While Insomnia is in many ways a conventional , even predictable remake , Nolan 's penetrati",n
Efteriades gives the neighborhood -- scenery, 
"This is a nicely handled affair , a film about human darkness but etched with a light -LRB- yet unsentimental -RRB- touch", 
Amaz,i
"A college story that works even without vulgarity , sex scene",s
The a,m
A raunchy and frequently hilarious ,f
If you ever wanted to be a,n
While Parker and co-writer Catherine di Napoli are faithful to Melville 's plotlin,e
"A smart , sassy and exceptionally charming r",o
"There are flaws , but also stretches of impact and moments of awe ; we 're wrapp",e
A gift to anyone who loves bo,t
It seems G,r
A reminder that beyond all ,t
"One of the finest , most humane and important Holocaust mo",v
An engrossing and infectiously enthusiastic, 
"A beautiful , timeless and uni",v
"A culture-clash comedy that , in addition to being very funny , captures some of the dis",c
"Shattering , devastating do",c
