sentence,label
"Dosanjh slams doctors, pharmacists who give prescriptions to unknown Americans (Canadian Press) Canadian Press - VANCOUVER (CP) - Canada's h",e
IBM Product to Challenge Data Storage, 
N qtype=sym infotype=i,n
N&lt;/A&gt; on Friday will take  aim at the ,h
N qtype=sym infotype=i,n
N&lt;/A&gt; marke,t
"Volvo in worldwide vehicle recall Volvo recalls , vehicles worldwide because a wiring problem could cause  fan",s
"Trojan Uses Beckham to Entice According to anti-virus firm Sophos, the",r
Washington Post #;s Managing Editor to Quit So He Can ,w
TUI to cut eight pe,r
"NCAA Game Summary - San Diego at Arizona Tucson, AZ (Sports Network) - Mustafa Shakur led three Arizona players who scored at least  points as the th-ranked Wildcats opened their - season with an - victory over San Diego at the McKale Center in the first round of the Prese",a
Toshiba Wins HD DVD Support f,r
China Netcom Mak,e
It was, 
"Diamondbacks Fire Backman After Four Days (AP) AP - After just four days on the job, Wally Bac",k
Kidnappers say kil,l
"EDS May Cut Up To , Jobs The IT services company may lay off as many as , f",r
Talks to End Fighting ,i
DoCoMo strategists focus ,o
It is the latest sign ,o
Nintendo Ups ,d
China's an,n
"German food retailer Spar sells -pct stake in Netto discount to ITM (AFP) AFP - Spar, Ge",r
"AT amp;T Wireless, Cingular merger passes one test US antitrust regulators have approved the \$ billion purchase of Redmond-based AT amp;T Wireless Services In",c
"Merck #;s Missing Vioxx Study NEW YORK - Should Merck have conducted a bigger trial to test the safety of its arthritis drug Vioxx? Merck (nyse: MRK - news - people ) pulled Vioxx from the market two weeks ago, but questi",o
"Is Gretzky going to coach the Coyotes when NHL resumes? After a summer in which they didn #;t seriously interview a single candidate for the vacant position, why are t",h
Former MVP Caminiti headed back to court Former NL Most Valuable Player Ken Caminiti is due back i,n
Typhoon Chaba approaches southwestern Japan (AFP) AFP - Typhoon Chaba was approaching Japan and w,a
Perth join Super  THE Australian Rugby Union (AR,u
"Production, housing rise while consumer prices decline Washington - The nation #;s factories cranked out more products in July, miners dug more minerals and builders broke ground on more homes, the government said Tuesday in three reports that showed some rebound in ec",o
JFK Assassination Video Game Release //- A British company is releasing a video game th,a
"Kennedy, on this st anniversary of ",t
"F, Redline expand software for speeding app performance Rivals F Networks and Redline Networks are announcing new Web-enabled application delivery tools that are designed to accelerate data processing by shifting workloads off of ",s
"Report: Palestinians, Israel Back Peace Plan  CAIRO (Reuters) - Palestinians and Israelis have agreed in  principle to proposals aiming to end their", 
Trump ,#
"Trump #;s struggling casino operation has filed for bankruptcy reorganization, according to court documents, effectively commencing", 
Microsoft Targets  for Next Window,s
O qtype=sym infotype=info qcat=n,e
"O&lt;/A&gt; flagship product,  will ship in , t",h
Cyclones, 
"With a thrilling comeback, Iow",a
Iowa State trailed the Wildcats by two touchdowns early in ,t
Mets May Pick Up ex-Yank NEW YORK - The Angels #; surprise trade of Jose Guillen to the Expos Friday eliminated one potential addition to t,h
Intel CTO: New Protocol Needed For Next-Gen  #;Net Intel #;s chief tech,n
"Dahlan: Gaza offensive won #;t bring security to Israel Israel #;s current offensive in the Gaza Strip will not bring it security but is part of an Israeli plan to destroy Gaza, former Palestinian security affairs minister Mohamed Dahlan said", 
Panasonic Unveils International G Cell Phone (PC World) PC World - Clamshell-style WCDMA phone packs a bro,w
Putin Threatens Preventive Terror Actions MOSCOW - President Vladimir Putin said F,r
Putin sa,i
Mars Rovers Get Mystery Power, 
Bobcats Nail Down Franchise's First Win (AP) AP - Gerald Wallace slid face-fir,s
He wasn',t
Move over SUV - the even bigger CXT is coming It #;s enough to bring tears to the ey,e
Flaws Don't Scuttle ,p
But repetitiveness and desig,n
Game re,v
"Saudi professes his innocence  RIYADH, Saudi Arabia -- A Saudi-American released after being held by the US military for three y",e
"Chavez Urges Foes to Accept Defeat, Scoffs at Fraud  CARACAS, Venezuela (Reuters) - Venezuelan President Hugo  Chavez on Friday urged his opponents to recognize his recall  referendum victory and pledged dialogue even with his ""mos",t
Crude Oil Rises to Two-Week High on Heating Oil Supply Concern Crude oil rose to a two-week high on concern that heating oil supplies may be insufficient as the winter heating season approaches in North Americ,a
Eagles Bring Back Dorsey Levens  PHILADELPHIA (Sports Network) - Dorsey Levens has found  employment for the  season after the vete,r
Ideas for Buyers and Renters A,n
Arctic team reaches destination A team ,o
Nvidia to put more force behind Intel processors Graphics chip maker Nvidia on Friday made public plans to create a version of its, 
That #;s something Nvidia couldn #;,t
Palestinian Icon Yasser Arafat 'Very Sic,k
Outsource that reporter! Reuters journalists are, 
Nigerian workers strike Government and labour union negotiators have f,a
Black offers to take Hollinger private Former press baron Conrad Black has made a proposal to buy out the ,m
War Crimes Hearings to Begin for  Guantanamo Prisoners Four suspected al Qaeda fighters will be formally charged with war crimes this week as the US military opens the first legal hearings for foreig,n
Khatami: Iran Will Pursue Nuclear Progr,a
UPDATE -Citigroup sued over Enron-linked securi,t
CBS Fined ,\
Pressure Grows for CONCACAF World Cup Hopefuls  RIO DE JANEIRO (Reuters) - Guatemala coach Ramon Maradiaga  believes his players were too individualistic in Saturday's -  drubbing by Costa Rica and urged them not to repeat their  mistakes in W,e
Nissan suspends plants due to steel shortage Nissan Moto,r
Mercent to help Guess sell on Amazon E-commerce Web services specialist i,s
Kerry attacks 'Vietnam ,t
Russia launches Soyuz- booster rocket ,r
The rocket blast,e
Tonight on TV Toled,o
"Miami (ohio) When, where: Tonight, :, at Ford Field, Detr",o
TV: ES,p
"Meteor shower coming up Monday morning SARATOGA SPRINGS -- Most people have a hard enough time getting out of bed on Monday morning, let alone before", 
"Update : Yukos Cuts Output Forecast, Shares Fall Beleaguered Russian oil company Yukos announced Monday that it had re",d
Deadline threat for Iraq hostages Militants threaten to execu,t
President Eddie Jones said he ,s
SBC to invest \$ billion in fiber ,u
Australia #;s Sims Grp: Expects Q Earnings Above ,a
AU) on Monday raised its profit outl,o
Powerful chip to rev up home entertainment A long-awai,t
"Dhamija nets m by selling Ebookers Ebookers, the travel website, is be",i
"Suns place Voskuhl on IL Phoenix, AZ (Sports Network) - The Phoenix Suns Friday placed Jake Voskuhl on the injur",e
IBM signs \$M outsourcing deal wi,t
Investors Pull Out of Homebuilder Stocks Investors pulled out of homebuilder stocks on ,w
Sainz to sit out his farewell rally, 
One the eve of the start of the Worl,d
Kerry Campaign He,l
Recovery (AP) AP - Democratic presidential candidate John Kerry does not plan to visit Florida in the aftermath of Hurricane Charley because he's concern,e
Iraqi president on landmark visit to Kuwait KUWAIT CITY : Iraqi President Ghazi al-Yawar was received by, 
Intel announces milestone in shrinking chips Contradicting fears that the semiconductor industrys pace of, 
Bellhorn poised to make his return The Red Sox may get some urgent relief from their injury crisis as early as tomorrow with th,e
"The second baseman, whose", 
Applied shares flat on l,o
"MW) -- Applied Materials beat Wall Street #;s third-quarter financial estimates late Tuesday, but shares of the chip equipment company stalled after the company #;s earnings targets for the fourth quarter came in lo",w
Els and Westwood Build Halfway Mach Play Leads  VIRGINI,a
Colombia wins drug lord's house The Colombian state finally wins ,c
UPDATE -Rossi wins Portuguese Grand Prix again Italy #;s Valentino Rossi won the MotoGP Portuguese Gr,a
SCHUMACHER MAKES ANOTHER MARK ON HISTORY Michael Schumacher hopes he will go down in history as the only Formula One driver to have claimed a pole position and race win ,o
"A contraceptive for men on the anvil: Health India: London, Nov : In a new study, researchers at the University of North Carolina at Chapel ",h
Two big PeopleSoft shareholders split vote on Oracle bid Reflecting the uncertainty that has always s,w
BHP Billiton nd-H,a
The company is consid,e
Crunch time on poverty The annual meetings of the World Bank and the International Monetary Fund (IMF) in Washingt,o
Polish hostage in Iraq calls for troop pullout The Qatar-based Al-Jazeera TV channel on Saturday aired footage of a Polish woman held hostage by a militant group ,i
Micro,s
"Bristol-Myers Profit Lower, So Are Shares (R",e
"Giants: Punt returns a top priority In his never-ending search for areas that need improvement, coach Tom Coughlin found o",n
Another difficult weekend for Frenchman Duval Loc finished th and th last weekend in Brno for the s,e
Hughes  #;surprised #; but not angry Wales manager Mark Hughes today refused to condemn David Beckham after the England captain admitt,e
"Methods to the Madness Even with the use of home accounting software, investors should still establish a filing system for paper receipts, warranties, tax records, bank statements an",d
African Union Tries to Break Darfur Talks Deadlock African Union mediators adjourned Sudan peace talks on Saturday to plan a, 
Pavano Meets With S,e
North Kore,a
Leader Visits China  BEIJING (Reuters) - Nort,h
Valencia #;s Ranieri rails against Swedish referee Frisk Valencia coach Claudio Ranieri railed against referee Anders Frisk after his side went out of the Champions League with a - defeat by W,e
Aetna reportedly reaches deal in investor lawsuit LO,n
"MW) -- Aetna (AET) has reached a tentative accord with investors who accused the company of hiding accounting misstatements when SEC Chairman William Donaldson led the company, an Aetna spokesman was quoted as saying in Thursday #",;
Nokia demos first mobile IPv call Nokia has demonstrated what it claims is the world #;s first mobile call made over the next-generation IP,v
"The call, made using Nokia #;s CDMA Dual-Stack handset, combine",d
Ofcom delivers ultimatum to BT Ofcom has challenged BT to come up with proposals for op,e
"It's Tax-Loss Season, Y'all Got winners? Got losers? Now's the time to consider matching them up to save a tax dollar or", 
Office Depot to Eliminate  More Jobs Of,f
Jury tells Medtronic to pay \$ million A federal jury awarded \$ million in punitiv,e
Report: BT Poised to Buy Infonet Britain #;s BT Group Plc ,(
"L: Quote, Profile, Research) is hoping to make a dramatic return to the United States with a", 
Racers tap new sponsors NASCAR teams struggling to finance cars with lucrative sponsorship deals now can begin negotiating with li,q
White House Touts High-End Computing In R amp;D Budgets It #;s instructing executive-branch heads to give priority to supercomputing and cyberinfrastructure research a,n
Death of Rare Bird Leaves Future Unce,r
Oil price a concern for US economy High oil p,r
New Wave of Colombia Drug Kingpins Emerges (AP) AP - A new wave of drug kingpins is emerging in Colombia  #; tr,a
