sentence,label
"On February , , he had his first World ",c
He was third with Yuliya Dz,h
At the end of the season Ty,s
Next season wasn't successful - Tyshchenko competed at World, 
"On February , , Artem was banned for violating doping laws by testing positive for the su",b
Later the World Anti-Doping Agency decided that a concentration of meldonium less than  mcg could be acceptable if the doping probe was taken before Marc,h
All sanction against Tyshchenko were lifte,d
"On May , , Tyshch",e
When he was on a way from Lviv to Sumy with his girlfriend Snizhana Tisyeyeva (a biathlete who competes for M,o
Artem had a concu,s
She needed surgery for which the national federation ,a
It was presumed that Artem fell asle,e
The copyright law of the United States has a long and com,p
It was established as federal ,l
This act was updated many, 
Colonial era The British S,t
The colonies' economy was largely a,g
"As a result, only three private ",c
Two of the a,c
"Instead it passed a resolution encouraging the States to ""secure to the authors or publis",h
Seven of the States, 
"The five remaining States granted copyright for single terms of fourteen, twenty and twenty one years, with no righ",t
"Prior to the passage of the United States Constitution, several states passed their own copyright laws between  and , the first being Co",n
Miguel González Pérez ( April  –  July ,)
"CareerBorn in Santa Cruz de La Palma, González played as a striker for Mensajero, Iberia, Victoria, Atlético Madrid, Real Oviedo, Real Zaragoza and Real Mur",c
"With Atlético Madrid he scored  goals in  games, winning tw",o
He scored  goals in  games for the Spain national team, 
"He later worked as a manager with Atlético Madrid (having previously served as assistant), Real Betis, Hé",r
He died on, 
At the time he was Atlético Madrid's oldest former pl,a
References births deathsSpanish footballersAssociation football forwardsSpain international footballersCD Mensajero playersAtlético Madrid footballersReal Oviedo ,p
Grete or Grethe is a feminine gi,v
"It is most often used in Scandinavia (not including Sweden), Estonia, and ",g
"PeopleGrete Adler (–), Austrian Olympic medal winning swimmerGrete Berget (born ), Norwegian politicianGrete Daut (born ), Estonian footballerGrete Eliassen (born ), Norwegian/American freeskierGrete Faremo (born ), Norwegian politicianGrete Frederiksen (born ), Danish freestyle swimmerGrete Frische (–), Danish actress, screenwriter and directorGrete Gaim (born ), Estonian biathleteGrete Heckscher (–), Danish fencerGrete Hermann (–), German mathematician and philosopherGrete Heublein (–), German athleteGrete Kirkeberg (born ), Norwegian long-distance runnerGrete Prytz Kittelsen (born ), Norwegian goldsmith, enamel artist, and designerGrete Knudsen (born ), Norwegian politicianGrete-Lilijane Küppas (born ), Estonian footballerGrete Mogensen, Danish badminton playerGrete Mosheim (–), German actressGrete Nordrå (born ), Norwegian actressGrete Ingeborg Nykkelmo (born ), Norwegian biathlete and cross country skierGrete Olsen (born ), Danish fencerGrete Paia (born ), Estonian singerGrete Püvi (born ), Estonian dressage riderGrete Reinwald (–), German actressGrete Rikko (–), German-American painterGrete Rosenberg (–), German freestyle swimmerGrete Šadeiko (born ), Estonian heptathleteGrete Salomonsen, Norwegian film directorGrete Sultan (–), German-American pianistGrete Treier (born ), Estonian road bicycle racerGrete Waitz (–), Norwegian marathon runnerGrete Zimmer (Greta Zimmer Friedman) (-), Times Square V-J Day kiss ""nurse""Anne-Grete (born ), Danish singerAnne-Grete Strøm-Erichsen (born ), Norwegian politicianLiina-Grete", 
White Oak C,r
White Oak Creek joins the New Hope River wit,h
Everett Jordan, 
Variant names,a
White Oak Creek then flows westerly, 
Everett Jordan Lake Reservoir in Chatham Co,u
Waters,h
The water,s
ReferencesRivers of North CarolinaRivers of Chatham County,","
Johns—Iberv,i
This riding was ,c
John's r,i
It consisted of the, 
"John's and Iberville, and the ",p
"Jean L'Evangéliste, S",t
"Luc, ",s
Marguerite de, 
"Alexandre, S",t
Anne d,e
"Athanase, St",e
Brigi,d
George ,d
"Grégoire le Grand, S",t
"Sébastien, S",t
"Valentin, Notre-Dame de Stanbridge and Notre-Dame des Anges de Stanbridge, together with the islands situated in the river Richelieu opposite the parishes forming ",p
"In , the parish of Lacolle and the islands in the river Richelieu opposite were transferred from the electoral district of Missisquoi to the electoral distr",i
John's and Ibervill,e
"In , it was defined to consist of the Countie",s
António Alves Redol (December November ) was an influential Portugues,e
"LifeRedol was born in  in Vila Franca de Xira to Antonio Redol da Cruz, a shopkeeper, and Inocência Alve",s
When he wa,s
"After finishing secondary school in , he traveled to Portuguese Angol",a
His stay in Angola influenced Redol's worldview and later l,i
"In , h",e
"Early work, – Redol published stories in the newsp",a
"On  November , in his first collaboration with , the short story  was publi",s
Kangondo, 
Redol continued to work with the newspa,p
Redol would, 
"In , he published his ",f
"According to the author,  was not intended as a piece of art, but rather as a report of the way of life o",f
This novel started a series of works of fiction depicting the difficult lives of peasants and fishermen i,n
Redol's work is characterized by ,h
"Redol would meet with agricultural workers, such as the rice field workers near the Tagus r",i
"At the beginning of the s, he joined the Portuguese Co",m
Redol was arreste,d
"In November , Redol was called to the Central Committee of the Movement of Democr",a
The Type  Te-Re was an artillery observation vehicle of the Imperial Japanese Army used to spot and recon ,f
Based on the chassis of the Type , 
"The Type  Te-Re was able to accommodate a crew of six to eight men, while designed to carry obs",e
A total of  to  units were produc,e
They were mainly used, 
Operat,i
"Instead of being used for storing cargo or troops, this", 
"Using this equipment, the spotters would find and relay targets to artillery positi",o
They would act as observers for the artille,r
ReferencesWorld War II armoured fighting vehicles of JapanToyota GroupMilitary vehicl,e
"Music video award or Video music award may refer to:Channel O Music Video Awards, Pan-African music awards organised by South Africa-based Channel OGrammy Award for Best Music Video, presented by the National Academy of Recording Arts and Sciences, United StatesiHeartRadio Much Music Video Awards (MMVAs), presented by the Canadian television channel MuchMAD Video Music Awards, an annual awards show on MAD TV, GreeceMnet Asian Music Award for Best Music Video Award, presented annually by CJ E&M PicturesMTV Video Music Awards, presented by the cable channel MTVSoul Train Music Award for Best Video of the Year, produced by the television show Soul Train Space Shower Music Video Awards, sponsored by Space Shower TV, JapanUK Music Video Awards, organized by BFI Southb",a
Ivan Bonacalza (b,o
He competed in the men's slalom at the  Wint,e
References birthsLiving peopleArgentine male alpine skiersOlympic alpine skiers of ArgentinaAlpine skiers at the  Winter OlympicsPlace of birth missing (l,i
Hubošovce is a village and municipality in Sabinov Dis,t
Histor,y
GeographyThe municipality lies at an altitude of  metres and covers an a,r
It ha,s
"Genealogical resourcesThe records for genealogical research are available at the state archive ""Statny Archiv in Presov, Slovakia"" Roman Catholic church records (births/marriages/deaths): - (parish B) Greek Catholic church records (births/marriages/deaths): - (parish B)See also List of municipalit",i
Bob Altel,a
"Altelaar, who comes from Amsterdam, competed best as a doubles player on the internation",a
In  he partnered with Dennis van Scheppingen to win the Sylt Challenger tour,n
Challenger/Futures titlesDoublesReferencesExternal links   birthsLiving peo,p
"Royal Prussian Jagdstaffel , commonly abb",r
The squadron would ,s
The unit's victories came at the e,x
"HistoryJasta  was founded on  January  at Hannover, Germany, at Fliegere",r
The new squadro,n
"On  February , it was", 
Rudolf W,i
Jasta  would serve  Armee until t,h
Commanding officers (Staffelführer) Rudolf Windisch: , 
May  –  July  Konrad, 
July , 
"July  –  August  Kurt-Bertram von Döring:  August  –  August  Bruno von Voight:  August  –  September  Werner Preuss:  September  – war's endDuty stations Saint-Gobert, France:  February  Norman-le-Wast:  March  Perles, France:  July  Sissonne, France:  July  Boncourt, France:  ",a
"Timothy Jerome (born December , , Los Angeles, California) is an American sta",g
Biography After attending C,o
Carra,s
He has subsequently appeared in more than a dozen productions on, 
Jerome was nominated for the  Tony Award as Best Actor (Featured Role – M,u
As Alfr,e
Doolittle in th,e
He received a Special Award from the N,e
The Founding President of the National Music Theater Network (the parent organization of the New York Musical Festiv,a
A past board member of the Screen Actors Guild (SAG) and former st Vice President of The Am,e
AppearancesBro,a
"Firmin)The Lyons (Ben Lyons - understudy)Tarzan (Professor Porter)Baz Luhrmann’s La Bohème (Alcindoro, Benoit)Beauty and the Beast (Maurice)Lost in Yonker",s
"Carrasco)Off-Broadway Dracula (Little Shubert Theater)Flamingo Court (New World Stages)Regional Arena Stage (Washington, DC) Goodspeed Musicals (Chester, CT)George Street Playhouse (New Brunswick, NJ) McCarter Theatre (Princeton, NJ)North Shore Music Theatre (Beverly, MA)Phoenix Theatre (Purchase, NY)Film  Getting Wasted () ",-
Graham Compromising Positions () - RabbiBetrayed () - Jud / Bart,e
BauerMixing Nia () - HarveyCelebrity () - Hotel ClerkCradle Will Rock () - ,m
LanceSpider-Man  () -, 
Dorian NessTele,v
Laverne & ,s
The bicolored m,u
"It is found in Angola, Benin, Botswana, Burkina Faso, Burundi, Cameroon, Central African Republic, Chad, Democratic Republic of the Congo, Ivory Coast, Ethiopia, Gambia, Ghana, Guinea, Guinea-Bissau,", 
